dilirank_name,smiles,is_dili,drugbank_id,targets,n_targets
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,1,DB00554,"['P35354', 'P23219']",2
Pitolisant hydrochloride,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl.Cl,0,DB11642,"['Q9Y5N1', 'Q12809']",2
Plerixafor,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,0,DB06809,['P61073'],1
Pomalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,1,DB08910,"['Q96SW2', 'P01375', 'P35354']",3
Posaconazole,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,1,DB01263,['P10613'],1
Pralnacasan,CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54,1,DB04875,['P29466'],1
Pramlintide acetate,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N.CC(=O)O,0,DB01278,"['P43220', 'P30988', 'O60894', 'O60895', 'O60896']",5
Prasugrel hydrochloride,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,1,DB06209,['Q9H244'],1
Pravastatin sodium,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+],1,DB00175,"['P04035', 'Q92769']",2
Prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,1,DB00860,['P04150'],1
Prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,1,DB00635,['P04150'],1
Pregabalin,CC(C)CC(CC(=O)O)CN,1,DB00230,['P54289'],1
Primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,0,DB00794,"['P47869', 'P34903', 'P48169', 'P31644', 'Q16445', 'P14867', 'P14867', 'P43681', 'P36544', 'P42262', 'Q13002']",11
Procainamide hydrochloride,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,1,DB01035,"['Q12809', 'Q14524', 'P26358']",3
Procarbazine hydrochloride,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,1,DB01168,['P21397'],1
Prochlorperazine maleate,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,1,DB00433,"['P14416', 'P35367', 'P35348', 'P08913']",4
Procyclidine hydrochloride,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,0,DB00387,"['P20309', 'P08912', 'P11229', 'P08172', 'P08173']",5
Progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1,DB00396,"['P06401', 'P08235', 'P03372', 'P05093', 'P41145', 'P02763', 'P04150', 'P10275', 'P04278', 'Q92731']",10
Promethazine hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,1,DB01069,"['P35367', 'P14416', 'P11229', 'P08172', 'P20309', 'P08173', 'P08912', 'P35348', 'P25021', 'Q99677', 'P35498', 'Q9NSA2', 'P0DP23']",13
Propafenone hydrochloride,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,1,DB01182,"['Q14524', 'Q12809', 'P08588', 'P07550']",4
Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,1,DB00818,"['P47870', 'P28472', 'P14867', 'P35499', 'Q99250']",5
Propoxyphene hydrochloride,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl,1,DB00647,"['P35372', 'P41143', 'P41145', 'P23141', 'Q05586']",5
Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,1,DB00550,"['P49895', 'P07202']",2
Protirelin,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,0,DB09421,['P34981'],1
Protriptyline hydrochloride,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,0,DB00344,"['P23975', 'P31645']",2
Pseudoephedrine hydrochloride,CC(C(C1=CC=CC=C1)O)NC.Cl,0,DB00852,"['P23975', 'P14416', 'Q01959', 'P35348', 'P08913', 'P31645', 'P07550', 'P08588', 'O95644', 'P01375', 'P19838', 'P18846', 'P60568']",13
Pyrazinamide,C1=CN=C(C=N1)C(=O)N,1,DB00339,"['P95029', 'P9WGR1']",2
Pyridoxine hydrochloride,CC1=NC=C(C(=C1O)CO)CO.Cl,0,DB00165,"['P20711', 'O00764']",2
Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,1,DB00205,"['P00374', 'P15328', 'P13922', 'P07686']",4
Quazepam,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,0,DB01589,"['P30536', 'P14867', 'P14867']",3
Quinapril hydrochloride,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,1,DB00881,['P12821'],1
Quinine sulfate,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,1,DB00468,"['P14770', 'O15554']",2
Rabeprazole sodium,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],1,DB01129,['P20648'],1
Raloxifene hydrochloride,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1,DB00481,"['P03372', 'Q92731', 'P50453', 'P04155']",4
Raltegravir potassium,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],1,DB06817,"['P03366', 'Q7ZJM1']",2
Ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,0,DB00980,"['P49286', 'P48039']",2
Ramipril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,1,DB00178,"['P12821', 'P46663']",2
Ranitidine hydrochloride,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl,1,DB00863,"['P25021', 'P22303']",2
Ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,0,DB00243,"['P00747', 'P35498', 'Q14500', 'Q13936', 'P35348', 'P08588']",6
Regadenoson,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N,0,DB06213,['P29274'],1
Regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,1,DB08896,"['P17948', 'P35968', 'P35916', 'P10721', 'P16234', 'P09619', 'P11362', 'P21802', 'Q02763', 'Q16832', 'P04629', 'P29317', 'P04049', 'P15056', 'Q15759', 'P42685', 'P00519', 'P07949']",18
Remdesivir,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,1,DB14761,"['P0DTD1', 'P0C6X7', 'K9N7C7', 'Q05318']",4
Remifentanil hydrochloride,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl,1,DB00899,"['P35372', 'P41143', 'P41145']",3
Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,1,DB00912,"['O60706', 'Q09428', 'P35367', 'P37231']",4
Reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,0,DB00206,"['Q05940', 'P54219', 'O15392']",3
Ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,1,DB00811,"['P20839', 'P26676', 'P12823', 'P12268', 'P16502']",5
Riboflavin 5'-phosphate,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,0,DB03247,"['P30043', 'Q9UJM8', 'Q9NVS9', 'P46072', 'Q969G6', 'P17117', 'P29475', 'P0A7E1', 'Q12882', 'Q02127', 'P00322', 'P38489', 'P0A2Y7', 'P42593', 'Q53ZE5', 'P0AFI7', 'P71278', 'P63462', 'P30197', 'P41407', 'P56122', 'P0A3D9', 'P00323', 'P10340', 'Q8DW21', 'O34974', 'Q9WXV1', 'P50618', 'P69772', 'P20932', 'O07529', 'Q9ZK53', 'O00141', 'Q01234', 'Q9FDN7', 'Q746I8', 'P16099', 'Q9F0J6', 'Q9WZW1', 'Q51990', 'Q56691', 'O75676', 'Q51793', 'Q9NYQ3', 'Q9RYU4', 'P61949', 'P50740', 'Q60049', 'Q46604', 'Q81EW9', 'P16435', 'Q96CD2', 'O69755', 'P55038']",54
Rifabutin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,1,DB00615,"['P0A7Z4', 'P0A8V2', 'P0A8T7', 'P07900', 'P14625']",5
Rifampin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,1,DB01045,"['P9WGY9', 'O75469']",2
Rifamycin sodium,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)[O-])C.[Na+],0,DB11753,"['P9WGY9', 'P9WGY7', 'P0A8V2', 'P0A7Z4', 'P0A8T7']",5
Rilpivirine hydrochloride,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N.Cl,1,DB08864,"['Q72547', 'Q9Y5Y9', 'P03366', 'O75469']",4
Riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,1,DB00740,"['Q14524', 'Q9UI33', 'Q9UPY5']",3
Rimantadine hydrochloride,CC(C12CC3CC(C1)CC(C3)C2)N.Cl,0,DB00478,['P21430'],1
Rimegepant sulfate,C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.O.O.O.OS(=O)(=O)O,0,DB12457,['Q16602'],1
Riociguat,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,0,DB08931,"['Q02846', 'P33402']",2
Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1,DB00734,"['P28223', 'P14416', 'P35368', 'P18089', 'P35348', 'P18825', 'P35367', 'P28335', 'P28221', 'P08908', 'P34969', 'P21728']",12
Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,1,DB00503,"['P03366', 'Q72874', 'O75469']",3
Rivaroxaban,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,1,DB06228,['P00742'],1
Rivastigmine tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,1,DB00989,"['P22303', 'P06276']",2
Roflumilast,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,0,DB01656,['P27815'],1
Rolapitant hydrochloride,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4.O.Cl,0,DB09291,['P25103'],1
Romidepsin,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,0,DB06176,"['Q13547', 'Q92769', 'P56524', 'Q9UBN7', 'P33527', 'Q13547']",6
Ropinirole hydrochloride,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl,1,DB00268,"['P35462', 'P14416', 'P21917', 'P35348']",4
Rosiglitazone maleate,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,1,DB00412,"['P37231', 'O60488', 'Q07869', 'Q03181', 'P19793', 'P28702', 'P48443']",7
Safinamide mesylate,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O,0,DB06654,['P27338'],1
Salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,1,DB01399,"['P35354', 'P23219']",2
Saquinavir mesylate,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,1,DB01232,"['P03366', 'Q72874']",2
Saxagliptin hydrochloride,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N.Cl,1,DB06335,['P27487'],1
Scopolamine,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0,DB00747,"['P11229', 'P08172', 'P20309', 'P08173', 'P08912', 'P43681', 'P17787', 'P14410']",8
Selegiline hydrochloride,CC(CC1=CC=CC=C1)N(C)CC#C.Cl,0,DB01037,"['P27338', 'P25103', 'P21397']",3
Selexipag,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,0,DB11362,['P43119'],1
Semaglutide,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,1,DB13928,['P43220'],1
Sertraline hydrochloride,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,1,DB01104,"['P31645', 'Q01959', 'O00264', 'P23975', 'Q7RTT9']",5
Setmelanotide acetate,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)N1)NC(=O)C(CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5.CC(=O)O.CC(=O)O.CC(=O)O,0,DB11700,['P32245'],1
Sibutramine hydrochloride,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.Cl,1,DB01105,"['Q01959', 'P31645', 'P23975']",3
Sildenafil citrate,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1,DB00203,"['P05155', 'O76074', 'P18545', 'Q13956', 'P11926', 'Q9NZQ7']",6
Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,1,DB00641,"['P04035', 'P20701', 'Q92769']",3
Sincalide,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N,0,DB09142,"['P32238', 'P32239']",2
Sirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,1,DB00877,['P42345'],1
Sitaxsentan,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,1,DB06268,"['P25101', 'P24530']",2
Sodium bicarbonate,C(=O)(O)[O-].[Na+],0,DB01390,"['O95180', 'Q9UK17']",2
Sodium oxybate,C(CC(=O)[O-])CO.[Na+],0,DB09072,"['Q9UBS5', 'Q9HAB3']",2
Sofosbuvir,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,0,DB08934,"['P26664', 'O39930']",2
Solriamfetol hydrochloride,C1=CC=C(C=C1)CC(COC(=O)N)N.Cl,0,DB14754,"['Q01959', 'P23975']",2
Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,1,DB00421,"['P08235', 'P04150', 'P10275', 'P06401', 'P03372', 'O75469', 'Q13936']",7
Stavudine,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,1,DB00649,"['P03366', 'Q72547']",2
Stiripentol,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,0,DB09118,"['P14867', 'Q99928', 'P00338', 'P07195']",4
Streptomycin sulfate,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,0,DB01082,"['P0A7S3', 'Q9UM07']",2
Sufentanil citrate,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0,DB00708,"['P35372', 'P41143', 'P41145']",3
Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,1,DB00359,"['Q27738', 'P0AC13']",2
Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,1,DB00576,['P0AC13'],1
Sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,1,DB00795,"['Q9UNQ0', 'Q01201', 'Q04206', 'Q04864', 'P09917', 'P35354', 'P23219', 'P24752', 'P04054', 'O14920', 'Q9UPY5', 'P19838', 'Q00653', 'O15111', 'P37231']",15
Sulfathiazole,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,1,DB06147,['Q27738'],1
Sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,1,DB00605,"['P35354', 'P15121', 'P23219', 'P27361', 'Q03181', 'Q9Y5Y4', 'O60218']",7
Suvorexant,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,0,DB09034,"['O43613', 'O43614']",2
Tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,1,DB00864,"['Q08209', 'P62942']",2
Tadalafil,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,1,DB00820,"['O76074', 'Q9HCR9', 'P18545']",3
Tamoxifen citrate,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1,DB00675,"['P03372', 'Q92731', 'P17252', 'P04278', 'Q15125', 'P10275', 'Q12809', 'O75469', 'P62508', 'P45983']",10
Tamsulosin hydrochloride,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,1,DB00706,"['P35348', 'P25100', 'P35368']",3
Tapentadol hydrochloride,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C.Cl,0,DB06204,"['P35372', 'P23975', 'P41145', 'P41143', 'P31645']",5
Tasosartan,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1,DB01349,"['P30556', 'P50052']",2
Tecovirimat,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,0,DB12020,['P33815'],1
Telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,1,DB00966,"['P37231', 'P30556']",2
Temsirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,0,DB06287,['P42345'],1
Tenapanor hydrochloride,CN1CC(C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)C5CN(CC6=C5C=C(C=C6Cl)Cl)C.Cl.Cl,0,DB11761,['P48764'],1
Teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,1,DB00444,"['P11388', 'Q02880']",2
Terazosin hydrochloride,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,0,DB01162,"['P35348', 'P35368', 'P25100', 'P01137', 'Q12809', 'Q9H252', 'Q9NS40']",7
Terbinafine hydrochloride,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21.Cl,1,DB00857,"['Q92206', 'Q14534']",2
Terbutaline sulfate,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,1,DB00871,"['P07550', 'P13945', 'P08588']",3
Teriflunomide,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,1,DB08880,"['Q08210', 'P04035', 'Q02127']",3
Teriparatide acetate,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N.CC(=O)O.O,1,DB06285,"['P01270', 'Q03431']",2
Testosterone enanthate,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1,DB13944,"['P10275', 'P03372', 'P08235']",3
Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,1,DB01041,"['P01375', 'Q96SW2', 'P02763']",3
Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,1,DB00730,['P00363'],1
Thiamine hydrochloride,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],0,DB00152,"['Q9H3S4', 'P0AFG8']",2
Thioridazine hydrochloride,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,1,DB00679,"['P14416', 'P21728', 'P35348', 'P35368', 'P28223', 'Q12809']",6
Thyrotropin alfa,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,0,DB00024,['P16473'],1
Ticagrelor,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F,0,DB08816,['Q9H244'],1
Ticlopidine hydrochloride,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,1,DB00208,"['P25105', 'Q9H244']",2
