dilirank_name,Z_mito,k_mito,Z_bile,k_bile,Z_reactive,k_reactive,Proposed_Mechanism,Max_Z_Mech
Thalidomide,-0.18102653330294494,0,-0.1441232575024438,0,-0.17251638983558856,0,Unexplained,-0.1441232575024438
Thiabendazole,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Thiamine hydrochloride,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Thioridazine hydrochloride,-0.2560101785464095,0,-0.20382106541334596,0,-0.2439750182371333,0,Unexplained,-0.20382106541334596
Thyrotropin alfa,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Ticagrelor,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Ticlopidine hydrochloride,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Tigecycline,-0.23370424956798933,0,-0.18606232536937603,0,-0.22271770159368698,0,Unexplained,-0.18606232536937603
Tipranavir,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Tirofiban hydrochloride,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Tizanidine hydrochloride,-0.18102653330294494,0,-0.1441232575024438,0,-0.17251638983558856,0,Unexplained,-0.1441232575024438
Tolazamide,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Tolcapone,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Tolmetin sodium,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Tolrestat,-0.20903143546584,0,-0.16641920303104338,0,-0.19920476822239894,0,Unexplained,-0.16641920303104338
Tolterodine tartrate,-0.23370424956798933,0,-0.18606232536937603,0,-0.22271770159368698,0,Unexplained,-0.18606232536937603
Tolvaptan,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Topiramate,-0.31354715319876,0,-0.24962880454656505,0,-0.29880715233359845,0,Unexplained,-0.24962880454656505
Topotecan hydrochloride,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Tramadol hydrochloride,-0.40478763419651437,0,-0.32226940091417094,0,-0.3857583749052298,0,Unexplained,-0.32226940091417094
Trandolapril,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Tranexamic acid,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Tranylcypromine sulfate,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Trazodone hydrochloride,-0.2956150909981073,0,-0.23535229396582322,0,-0.2817180849095055,0,Unexplained,-0.23535229396582322
Tretinoin,-0.41806287093168,0,-0.33283840606208676,0,-0.3984095364447979,0,Unexplained,-0.33283840606208676
Triamterene,-0.20903143546584,0,-0.16641920303104338,0,-0.19920476822239894,0,Unexplained,-0.16641920303104338
Trientine hydrochloride,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Trifluoperazine hydrochloride,-0.2956150909981073,0,-0.23535229396582322,0,-0.2817180849095055,0,Unexplained,-0.23535229396582322
Trihexyphenidyl hydrochloride,-0.2560101785464095,0,-0.20382106541334596,0,-0.2439750182371333,0,Unexplained,-0.20382106541334596
Trimethoprim,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Triprolidine hydrochloride,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Troglitazone,-0.31354715319876,0,-0.24962880454656505,0,-0.29880715233359845,0,Unexplained,-0.24962880454656505
Trovafloxacin mesylate,-0.23370424956798933,0,-0.18606232536937603,0,-0.22271770159368698,0,Unexplained,-0.18606232536937603
Tyramine,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Ubrogepant,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Ulipristal acetate,-0.18102653330294494,0,-0.1441232575024438,0,-0.17251638983558856,0,Unexplained,-0.1441232575024438
Urofollitropin,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Urokinase,-0.2956150909981073,0,-0.23535229396582322,0,-0.2817180849095055,0,Unexplained,-0.23535229396582322
Valaciclovir,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Valdecoxib,-0.18102653330294494,0,-0.1441232575024438,0,-0.17251638983558856,0,Unexplained,-0.1441232575024438
Valproic acid,-0.41806287093168,0,-0.33283840606208676,0,-0.3984095364447979,0,Unexplained,-0.33283840606208676
Valsartan,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Varenicline tartrate,-0.23370424956798933,0,-0.18606232536937603,0,-0.22271770159368698,0,Unexplained,-0.18606232536937603
Vemurafenib,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Venetoclax,9.567938887004585,1,-0.08320960151552169,0,-0.09960238411119947,0,Mitochondrial,9.567938887004585
Venlafaxine hydrochloride,-0.18102653330294494,0,-0.1441232575024438,0,-0.17251638983558856,0,Unexplained,-0.1441232575024438
Verapamil hydrochloride,-0.376836779377964,0,-0.30001648487513954,0,-0.35912150307138946,0,Unexplained,-0.30001648487513954
Vericiguat,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Vibegron,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Vilazodone hydrochloride,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Viloxazine hydrochloride,-0.376836779377964,0,-0.30001648487513954,0,-0.35912150307138946,0,Unexplained,-0.30001648487513954
Vinblastine sulfate,-0.27652259721872974,0,-0.22015191230285366,0,-0.26352313834736496,0,Unexplained,-0.22015191230285366
Vincristine sulfate,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Vitamin C,-0.5225785886646,0,-0.41604800757760846,0,-0.4980119205559973,0,Unexplained,-0.41604800757760846
Vitamin E,-0.330507719323277,0,-0.2631318639840472,0,-0.314970394174356,0,Unexplained,-0.2631318639840472
Voclosporin,-0.20903143546584,0,-0.16641920303104338,0,-0.19920476822239894,0,Unexplained,-0.16641920303104338
Vorapaxar sulfate,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Voriconazole,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Vorinostat,-0.2560101785464095,0,-0.20382106541334596,0,-0.2439750182371333,0,Unexplained,-0.20382106541334596
Vosoritide,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Voxelotor,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Warfarin sodium,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Ximelagatran,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Zafirlukast,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Zaleplon,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Zanubrutinib,-0.40478763419651437,0,-0.32226940091417094,0,-0.3857583749052298,0,Unexplained,-0.32226940091417094
Zidovudine,-0.20903143546584,0,-0.16641920303104338,0,-0.19920476822239894,0,Unexplained,-0.16641920303104338
Zileuton,-0.10451571773292,0,-0.08320960151552169,0,-0.09960238411119947,0,Unexplained,-0.08320960151552169
Zimelidine,-0.18102653330294494,0,-0.1441232575024438,0,-0.17251638983558856,0,Unexplained,-0.1441232575024438
Ziprasidone hydrochloride,-0.5430795999088347,0,-0.43236977250733144,0,-0.5175491695067655,0,Unexplained,-0.43236977250733144
Zoledronic acid,-0.14780754549905364,0,-0.11767614698291161,0,-0.14085904245475275,0,Unexplained,-0.11767614698291161
Zonisamide,-0.5912301819962146,0,-0.47070458793164643,0,-0.563436169819011,0,Unexplained,-0.47070458793164643
